OX	OY	TAU	ITERCOUNT	L1ERR	TIMESTP
401	401	1.200000e-03	68	1.211738e-03	4.846952e-03	8.712643e-15	20
401	401	1.200000e-03	68	1.206032e-03	4.848280e-03	8.713519e-15	-8.732205e-02	1.095336e+00	20
401	401	1.200000e-03	68	1.205696e-03	4.846928e-03	8.712625e-15	-8.556481e-02	1.093498e+00	20
401	401	1.200000e-03	68	1.206032e-03	4.848280e-03	8.713519e-15	-8.732205e-02	1.095336e+00	20
401	401	2.500000e-03	71	2.443366e-11	9.822392e-11	8.345611e-15	-1.560410e-09	1.000000e+00	1
401	401	2.500000e-03	71	2.443366e-11	9.822392e-11	8.345611e-15	-1.560410e-09	1.000000e+00	1
401	401	1.250000e-03	68	2.214281e-03	8.901467e-03	9.047787e-15	-5.515947e-02	1.062126e+00	319
401	401	2.500000e-03	71	1.219179e-10	4.901129e-10	8.345613e-15	-7.802107e-09	1.000000e+00	5
401	401	2.500000e-03	71	1.219179e-10	4.901129e-10	8.345613e-15	-7.802107e-09	1.000000e+00	5
401	401	2.500000e-03	71	1.219238e-09	4.901369e-09	8.345612e-15	-7.802148e-08	1.000000e+00	50
401	401	5.000000e-03	73	1.474839e-09	5.928891e-09	9.899184e-15	-9.258715e-08	1.000000e+00	50
401	401	1.250000e-03	68	1.411249e-03	5.673255e-03	9.068164e-15	-6.323799e-02	1.073207e+00	50
401	401	2.500000e-03	71	1.219179e-10	4.901129e-10	8.345613e-15	-7.802107e-09	1.000000e+00	5
401	401	2.500000e-03	71	1.219179e-10	4.901129e-10	8.345613e-15	-7.802107e-09	1.000000e+00	5
401	401	2.500000e-03	71	1.219179e-10	4.901129e-10	8.345613e-15	-7.802107e-09	1.000000e+00	5
401	401	2.500000e-03	71	1.219179e-10	4.901129e-10	8.345613e-15	-7.802107e-09	1.000000e+00	5
401	401	5.000000e-03	73	5.899259e-10	2.371517e-09	9.899184e-15	-3.703485e-08	1.000000e+00	20
401	401	2.500000e-03	71	9.753859e-10	3.921076e-09	8.345612e-15	-6.241715e-08	1.000000e+00	40
401	401	3.750000e-03	72	1.286635e-03	5.172303e-03	9.637348e-15	-6.256677e-02	1.084178e+00	27
401	401	1.250000e-03	68	1.583936e-03	6.367462e-03	9.065903e-15	-5.761606e-02	1.071469e+00	80
401	401	2.475248e-03	71	1.944182e-03	7.815660e-03	8.264230e-15	-3.715434e-01	1.366860e+00	161
401	401	2.475248e-03	71	1.957196e-03	7.867979e-03	8.264163e-15	-3.668253e-01	1.361806e+00	162
401	401	2.475248e-03	71	1.957196e-03	7.867979e-03	8.264163e-15	-3.668253e-01	1.361806e+00	162
401	401	2.475248e-03	71	1.957196e-03	7.867979e-03	8.264164e-15	-3.668253e-01	1.361806e+00	162
401	401	2.475248e-03	71	1.957196e-03	7.867979e-03	8.264163e-15	-3.668253e-01	1.361806e+00	162
401	401	2.475248e-03	71	1.957196e-03	7.867979e-03	8.264163e-15	-3.668253e-01	1.361806e+00	162
401	401	2.475248e-03	71	1.957196e-03	7.867979e-03	8.264163e-15	-3.668253e-01	1.361806e+00	162
401	401	2.475248e-03	71	1.906625e-03	7.664680e-03	8.263090e-15	-3.559886e-01	1.350954e+00	162
401	401	2.475248e-03	71	1.885399e-03	7.579351e-03	8.262623e-15	-3.513844e-01	1.346347e+00	162
401	401	2.500000e-03	71	3.901622e-09	1.568462e-08	8.345613e-15	-2.496675e-07	1.000000e+00	160
401	401	1.000000e-04	58	1.269594e-04	5.103798e-04	9.696648e-15	-4.436543e-02	1.044363e+00	1
401	401	1.000000e-03	64	8.904719e-04	3.579719e-03	2.042898e-14	-1.855716e-01	1.185395e+00	1
401	401	1.000000e-03	64	8.904719e-04	3.579719e-03	2.042898e-14	-1.855716e-01	1.185395e+00	1
401	401	1.000000e-03	64	8.904719e-04	3.579719e-03	2.042898e-14	-1.855716e-01	1.185395e+00	-7.125371e-01	7.122150e-01	1
51	51	1.000000e-03	255	2.050594e+26	8.224951e+26	2.596733e+23	-8.147871e+26	0.000000e+00	-8.147871e+26	0.000000e+00	1
101	101	1.000000e-03	505	7.511922e+50	3.012987e+51	3.178067e+47	-3.980694e+51	0.000000e+00	-3.980694e+51	0.000000e+00	1
201	201	1.000000e-03	1005	4.502587e+99	1.804210e+100	6.442102e+95	-3.224345e+100	2.874990e+94	-3.224345e+100	2.874990e+94	1
401	401	1.000000e-03	2005	7.555973e+196	3.025423e+197	3.709153e+192	-7.422110e+197	8.147243e+191	-7.422110e+197	8.147243e+191	1
401	401	1.000000e-03	2005	7.555973e+196	3.025423e+197	3.709153e+192	-7.422110e+197	8.147243e+191	-7.422110e+197	8.147243e+191	1
401	401	1.000000e-03	2005	7.555973e+196	3.025423e+197	3.709153e+192	-7.422110e+197	8.147243e+191	-7.422110e+197	8.147243e+191	1
401	401	1.000000e-03	2005	7.555973e+196	3.025423e+197	3.709153e+192	-7.422110e+197	8.147243e+191	-7.422110e+197	8.147243e+191	1
401	401	1.000000e-03	2005	7.555973e+196	3.025423e+197	3.709153e+192	-7.422110e+197	8.147243e+191	-7.422110e+197	8.147243e+191	1
401	401	1.000000e-03	2005	7.555973e+196	3.025423e+197	3.709153e+192	-7.422110e+197	8.147243e+191	-7.422110e+197	8.147243e+191	1
401	401	1.000000e-03	2005	7.555973e+196	3.025423e+197	3.709153e+192	-7.422110e+197	8.147243e+191	-7.422110e+197	8.147243e+191	1
401	401	1.000000e-03	1	1.786557e+03	7.173005e+03	1.500000e+00	-7.200000e+05	1.357995e+00	-7.200000e+05	1.357995e+00	1
401	401	1.000000e-03	1	1.120424e-03	4.504131e-03	1.318299e-06	-3.579952e-01	1.357995e+00	-3.579952e-01	1.357995e+00	1
401	401	1.000000e-03	400	2.941720e+35	1.182579e+36	4.046440e+31	-8.033649e+36	8.097251e+36	-8.033649e+36	8.097251e+36	1
401	401	1.000000e-03	5	2.013721e-03	8.095207e-03	1.824101e-06	-3.791654e-01	1.377815e+00	-3.791654e-01	1.377815e+00	1
401	401	1.000000e-03	5	4.769045e+02	1.917168e+03	5.863953e-02	0.000000e+00	1.557191e+04	0.000000e+00	1.557191e+04	1
401	401	1.000000e-03	5	2.848228e-03	1.144995e-02	2.567849e-06	-6.026963e-01	1.653318e+00	-6.026963e-01	1.653318e+00	1
401	401	1.000000e-03	5	2.848228e-03	1.144995e-02	2.567849e-06	-6.026963e-01	1.653318e+00	-6.026963e-01	1.653318e+00	1
401	401	1.000000e-03	5	2.848228e-03	1.144995e-02	2.567849e-06	-6.026963e-01	1.653318e+00	-6.026963e-01	1.653318e+00	1
401	401	1.000000e-03	1	1.464264e-03	5.886379e-03	1.804098e-06	-5.147274e-01	1.539643e+00	-5.147274e-01	1.539643e+00	1
201	201	1.000000e-03	1	2.056018e-01	8.306520e-01	7.650646e-05	-2.711623e-01	8.021162e+00	-2.711623e-01	8.021162e+00	1
201	201	1.000000e-03	1	2.056018e-01	8.306520e-01	7.650646e-05	-2.711623e-01	8.021162e+00	-2.711623e-01	8.021162e+00	1
201	201	1.000000e-03	1	2.056018e-01	8.306520e-01	7.650646e-05	-2.711623e-01	8.021162e+00	-2.711623e-01	8.021162e+00	1
201	201	1.000000e-03	1	2.056018e-01	8.306520e-01	7.650646e-05	-2.711623e-01	8.021162e+00	-2.711623e-01	8.021162e+00	1
201	201	1.000000e-03	1	2.056018e-01	8.306520e-01	7.650646e-05	-2.711623e-01	8.021162e+00	-2.711623e-01	8.021162e+00	1
201	201	1.000000e-03	1	2.056018e-01	8.306520e-01	7.650646e-05	-2.711623e-01	8.021162e+00	-2.711623e-01	8.021162e+00	1
201	201	1.000000e-03	5	3.698456e-01	1.494213e+00	1.831877e-04	-8.015757e-03	1.316329e+01	-8.015757e-03	1.316329e+01	1
201	201	1.000000e-03	5	2.396522e-03	9.682190e-03	3.659365e-06	-3.543524e-01	1.375994e+00	-3.543524e-01	1.375994e+00	1
201	201	1.000000e-03	10	5.084524e-03	2.054199e-02	8.241355e-06	-4.405029e-01	1.479762e+00	-4.405029e-01	1.479762e+00	1
201	201	1.000000e-03	10	5.084524e-03	2.054199e-02	1.022350e-05	-4.405029e-01	1.479762e+00	-4.405029e-01	1.479762e+00	1
201	201	1.000000e-03	10	5.084524e-03	2.054199e-02	1.022350e-05	-4.405029e-01	1.479762e+00	-4.405029e-01	1.479762e+00	1
201	201	1.000000e-03	1	4.702857e-04	1.900001e-03	4.727597e-06	-8.671063e-08	1.000000e+00	-8.671063e-08	1.000000e+00	1
201	201	1.000000e-03	5	4.702867e-04	1.900005e-03	4.727589e-06	-4.335527e-07	1.000000e+00	-4.335527e-07	1.000000e+00	1
201	201	1.000000e-03	100	4.703124e-04	1.900109e-03	4.727385e-06	-8.670839e-06	1.000009e+00	-8.670839e-06	1.000009e+00	1
201	201	1.000000e-03	1000	4.705851e-04	1.901211e-03	4.725225e-06	-9.605059e-05	1.000099e+00	-9.605059e-05	1.000099e+00	1
201	201	2.000000e-03	1000	1.163662e-03	4.701309e-03	9.742324e-06	-1.541864e-04	1.000163e+00	-1.541864e-04	1.000163e+00	1
201	201	2.000000e-03	1	1.163338e-03	4.700002e-03	9.747142e-06	-2.783955e-07	1.000000e+00	-2.783955e-07	1.000000e+00	1
201	201	2.000000e-03	1	1.163338e-03	4.700002e-03	9.747142e-06	-2.783955e-07	1.000000e+00	-2.783955e-07	1.000000e+00	1
201	201	2.000000e-03	1	1.163338e-03	4.700002e-03	9.747142e-06	-2.783955e-07	1.000000e+00	-2.783955e-07	1.000000e+00	1
201	201	2.000000e-03	83	nan	nan	3.947235e-17	-9.473366e-12	0.000000e+00	-9.473366e-12	0.000000e+00	1
201	201	2.000000e-03	1	1.163338e-03	4.700002e-03	9.747142e-06	-2.783955e-07	1.000000e+00	-2.783955e-07	1.000000e+00	1
201	201	2.000000e-03	1	1.163338e-03	4.700002e-03	9.747142e-06	-2.783955e-07	1.000000e+00	-2.783955e-07	1.000000e+00	1
201	201	2.000000e-03	2	1.163339e-03	4.700005e-03	9.747133e-06	-5.567906e-07	1.000001e+00	-5.567906e-07	1.000001e+00	1
201	201	2.000000e-03	100	1.163396e-03	4.700236e-03	9.746279e-06	-2.783795e-05	1.000029e+00	-2.783795e-05	1.000029e+00	1
201	201	2.000000e-03	5	1.163341e-03	4.700015e-03	9.747096e-06	-1.739967e-06	1.000002e+00	-1.739967e-06	1.000002e+00	1
201	201	2.000000e-03	5	1.163339e-03	4.700007e-03	9.747126e-06	-7.733197e-07	1.000001e+00	-7.733197e-07	1.000001e+00	1
201	201	2.000000e-03	5	1.163343e-03	4.700024e-03	9.747063e-06	-2.783942e-06	1.000003e+00	-2.783942e-06	1.000003e+00	1
201	201	2.000000e-03	500	1.163922e-03	4.702362e-03	9.738441e-06	-2.782350e-04	1.000294e+00	-2.782350e-04	1.000294e+00	1
201	201	2.000000e-03	500	1.163703e-03	4.701477e-03	9.741706e-06	-1.739345e-04	1.000184e+00	-1.739345e-04	1.000184e+00	1
201	201	2.000000e-03	500	1.163500e-03	4.700657e-03	9.744730e-06	-7.731969e-05	1.000082e+00	-7.731969e-05	1.000082e+00	1
201	201	2.000000e-03	500	1.164506e-03	4.704722e-03	9.729741e-06	-5.561493e-04	1.000588e+00	-5.561493e-04	1.000588e+00	1
201	201	2.000000e-03	500	1.166253e-03	4.711780e-03	9.703693e-06	-1.387971e-03	1.001468e+00	-1.387971e-03	1.001468e+00	1
201	201	2.000000e-03	500	1.169149e-03	4.723479e-03	9.660455e-06	-2.767960e-03	1.002927e+00	-2.767960e-03	1.002927e+00	1
201	201	2.000000e-03	500	1.522339e-03	6.150402e-03	4.240978e-06	-1.646165e-01	1.174091e+00	-1.646165e-01	1.174091e+00	1
201	201	2.000000e-03	500	1.992805e-03	8.051132e-03	8.837456e-09	-1.970856e-01	1.250049e+00	-1.970856e-01	1.250049e+00	1
201	201	2.000000e-03	500	1.992805e-03	8.051132e-03	8.837456e-09	-1.970856e-01	1.250049e+00	-1.970856e-01	1.250049e+00	1
201	201	2.000000e-03	2475	1.993599e-03	8.054339e-03	9.977953e-15	-1.970607e-01	1.251678e+00	-1.970607e-01	1.251678e+00	1
401	401	1.000000e-03	2006	8.495690e-04	3.415289e-03	9.966997e-15	-1.709143e-01	1.233917e+00	-1.709143e-01	1.233917e+00	2
401	401	1.000000e-03	1000	8.495690e-04	3.415289e-03	9.918885e-15	-1.709143e-01	1.233917e+00	-1.709143e-01	1.233917e+00	2
401	401	1.000000e-03	1000	8.495690e-04	3.415289e-03	1.694066e-20	-1.709143e-01	1.233917e+00	-1.709143e-01	1.233917e+00	2
401	401	1.000000e-03	497	8.495690e-04	3.415289e-03	9.824625e-15	-1.709143e-01	1.233917e+00	-1.709143e-01	1.233917e+00	2
401	401	1.000000e-03	105	8.495690e-04	3.415289e-03	9.981978e-15	-1.709143e-01	1.233917e+00	-1.709143e-01	1.233917e+00	2
401	401	1.000000e-03	396	8.495690e-04	3.415289e-03	9.908145e-15	-1.709143e-01	1.233917e+00	-1.709143e-01	1.233917e+00	2
401	401	1.000000e-03	1000	8.496793e-04	3.415732e-03	8.039430e-10	-1.709681e-01	1.234372e+00	-1.709681e-01	1.234372e+00	2
201	201	2.500000e-03	16	nan	nan	1.175494e-38	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1
101	101	2.500000e-03	122	1.214517e+02	4.955716e+02	9.714451e-15	-4.988955e+02	8.807418e+03	-4.988955e+02	8.807418e+03	1
101	101	2.500000e-03	122	1.125843e+02	4.593892e+02	8.743006e-15	-2.451314e+02	8.892951e+03	-2.451314e+02	8.892951e+03	1
101	101	2.500000e-03	122	1.125843e+02	4.593892e+02	8.743006e-15	-2.451314e+02	8.892951e+03	-2.451314e+02	8.892951e+03	1
101	101	2.500000e-03	122	1.125843e+02	4.593892e+02	8.743006e-15	-2.451314e+02	8.892951e+03	-2.451314e+02	8.892951e+03	1
101	101	2.500000e-03	122	1.125843e+02	4.593892e+02	8.743006e-15	-2.451314e+02	8.892951e+03	-2.451314e+02	8.892951e+03	1
101	101	2.500000e-03	122	1.125843e+02	4.593892e+02	8.743006e-15	-2.451314e+02	8.892951e+03	-2.451314e+02	8.892951e+03	1
101	101	2.500000e-03	122	1.125843e+02	4.593892e+02	8.743006e-15	-2.451314e+02	8.892951e+03	-2.451314e+02	8.892951e+03	1
101	101	2.500000e-03	0	6.927505e+00	2.826699e+01	3.402823e+38	0.000000e+00	3.753309e+02	0.000000e+00	3.753309e+02	1
101	101	2.500000e-03	0	8.614538e-03	3.515076e-02	3.402823e+38	0.000000e+00	1.000244e+00	0.000000e+00	1.000244e+00	1
101	101	2.500000e-03	0	8.614538e-03	3.515076e-02	3.402823e+38	0.000000e+00	1.000244e+00	0.000000e+00	1.000244e+00	1
101	101	2.500000e-03	0	8.614538e-03	3.515076e-02	3.402823e+38	0.000000e+00	1.000244e+00	0.000000e+00	1.000244e+00	1
101	101	2.500000e-03	0	8.614538e-03	3.515076e-02	3.402823e+38	0.000000e+00	1.000244e+00	0.000000e+00	1.000244e+00	1
101	101	2.500000e-03	0	8.614538e-03	3.515076e-02	3.402823e+38	0.000000e+00	1.000244e+00	0.000000e+00	1.000244e+00	1
101	101	2.500000e-03	0	8.614538e-03	3.515076e-02	3.402823e+38	0.000000e+00	1.000244e+00	0.000000e+00	1.000244e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
101	101	2.500000e-03	0	9.596070e-03	3.915580e-02	3.402823e+38	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1
